id;pesid;data_inversa;dia_semana;horario;uf;br;km;municipio;causa_principal;causa_acidente;ordem_tipo_acidente;tipo_acidente;classificacao_acidente;fase_dia;sentido_via;condicao_metereologica;tipo_pista;tracado_via;uso_solo;id_veiculo;tipo_veiculo;marca;ano_fabricacao_veiculo;tipo_envolvido;estado_fisico;idade;sexo;ilesos;feridos_leves;feridos_graves;mortos;latitude;longitude;regional;delegacia;uop
608872;1359837.0;2024-06-20;quinta-feira;22:20:00;BA;324.0;0.0;FEIRA DE SANTANA;Sim;Condutor deixou de manter distância do veículo da frente;2;Queda de ocupante de veículo;Com Vítimas Feridas;Plena Noite;Crescente;Nublado;Dupla;Viaduto;Sim;1089134.0;Caminhonete;FIAT/STRADA WORKING CD;2016.0;Condutor;Ileso;33.0;Masculino;1.0;0.0;0.0;0.0;-12.27291509;-38.9358902;SPRF-BA;DEL02-BA;UOP01-DEL02-BA
608872;1359835.0;2024-06-20;quinta-feira;22:20:00;BA;324.0;0.0;FEIRA DE SANTANA;Sim;Condutor deixou de manter distância do veículo da frente;1;Colisão traseira;Com Vítimas Feridas;Plena Noite;Crescente;Nublado;Dupla;Viaduto;Sim;1089132.0;Motocicleta;HONDA/NXR160 BROS ESDD;2022.0;Condutor;Ileso;28.0;Masculino;1.0;0.0;0.0;0.0;-12.27291509;-38.9358902;SPRF-BA;DEL02-BA;UOP01-DEL02-BA
608872;1359836.0;2024-06-20;quinta-feira;22:20:00;BA;324.0;0.0;FEIRA DE SANTANA;Sim;Condutor deixou de manter distância do veículo da frente;1;Colisão traseira;Com Vítimas Feridas;Plena Noite;Crescente;Nublado;Dupla;Viaduto;Sim;1089132.0;Motocicleta;HONDA/NXR160 BROS ESDD;2022.0;Passageiro;Lesões Leves;27.0;Feminino;0.0;1.0;0.0;0.0;-12.27291509;-38.9358902;SPRF-BA;DEL02-BA;UOP01-DEL02-BA
608872;1359837.0;2024-06-20;quinta-feira;22:20:00;BA;324.0;0.0;FEIRA DE SANTANA;Sim;Condutor deixou de manter distância do veículo da frente;1;Colisão traseira;Com Vítimas Feridas;Plena Noite;Crescente;Nublado;Dupla;Viaduto;Sim;1089134.0;Caminhonete;FIAT/STRADA WORKING CD;2016.0;Condutor;Ileso;33.0;Masculino;1.0;0.0;0.0;0.0;-12.27291509;-38.9358902;SPRF-BA;DEL02-BA;UOP01-DEL02-BA
608872;1359835.0;2024-06-20;quinta-feira;22:20:00;BA;324.0;0.0;FEIRA DE SANTANA;Sim;Condutor deixou de manter distância do veículo da frente;2;Queda de ocupante de veículo;Com Vítimas Feridas;Plena Noite;Crescente;Nublado;Dupla;Viaduto;Sim;1089132.0;Motocicleta;HONDA/NXR160 BROS ESDD;2022.0;Condutor;Ileso;28.0;Masculino;1.0;0.0;0.0;0.0;-12.27291509;-38.9358902;SPRF-BA;DEL02-BA;UOP01-DEL02-BA
608872;1359836.0;2024-06-20;quinta-feira;22:20:00;BA;324.0;0.0;FEIRA DE SANTANA;Sim;Condutor deixou de manter distância do veículo da frente;2;Queda de ocupante de veículo;Com Vítimas Feridas;Plena Noite;Crescente;Nublado;Dupla;Viaduto;Sim;1089132.0;Motocicleta;HONDA/NXR160 BROS ESDD;2022.0;Passageiro;Lesões Leves;27.0;Feminino;0.0;1.0;0.0;0.0;-12.27291509;-38.9358902;SPRF-BA;DEL02-BA;UOP01-DEL02-BA
616880;1379689.0;2024-07-25;quinta-feira;15:35:00;BA;324.0;1.0;FEIRA DE SANTANA;Sim;Condutor deixou de manter distância do veículo da frente;3;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Múltipla;Reta;Sim;1104746.0;Motocicleta;HONDA/CG 160 FAN;2022.0;Condutor;Ileso;30.0;Masculino;1.0;0.0;0.0;0.0;-12.2795826;-38.94235969;SPRF-BA;DEL02-BA;UOP01-DEL02-BA
616880;1379690.0;2024-07-25;quinta-feira;15:35:00;BA;324.0;1.0;FEIRA DE SANTANA;Sim;Condutor deixou de manter distância do veículo da frente;3;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Múltipla;Reta;Sim;1104746.0;Motocicleta;HONDA/CG 160 FAN;2022.0;Passageiro;Lesões Leves;33.0;Feminino;0.0;1.0;0.0;0.0;-12.2795826;-38.94235969;SPRF-BA;DEL02-BA;UOP01-DEL02-BA
631808;1416115.0;2024-10-01;terça-feira;08:48:00;BA;324.0;1.0;FEIRA DE SANTANA;Sim;Acessar a via sem observar a presença dos outros veículos;2;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Dupla;Reta;Não;1133615.0;Automóvel;CHEV/SPIN 1.8L AT LT7;2023.0;Condutor;Ileso;64.0;Masculino;1.0;0.0;0.0;0.0;-12.267113;-38.966988;SPRF-BA;DEL02-BA;UOP01-DEL02-BA
631808;1416113.0;2024-10-01;terça-feira;08:48:00;BA;324.0;1.0;FEIRA DE SANTANA;Sim;Acessar a via sem observar a presença dos outros veículos;2;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Dupla;Reta;Não;1133614.0;Motoneta;HONDA/BIZ 125;2024.0;Condutor;Lesões Leves;22.0;Feminino;0.0;1.0;0.0;0.0;-12.267113;-38.966988;SPRF-BA;DEL02-BA;UOP01-DEL02-BA
616880;1379685.0;2024-07-25;quinta-feira;15:35:00;BA;324.0;1.0;FEIRA DE SANTANA;Sim;Condutor deixou de manter distância do veículo da frente;3;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Múltipla;Reta;Sim;1104743.0;Automóvel;CHEVROLET/COBALT 18M LTZ;2017.0;Condutor;Ileso;42.0;Feminino;1.0;0.0;0.0;0.0;-12.2795826;-38.94235969;SPRF-BA;DEL02-BA;UOP01-DEL02-BA
616880;1379685.0;2024-07-25;quinta-feira;15:35:00;BA;324.0;1.0;FEIRA DE SANTANA;Sim;Condutor deixou de manter distância do veículo da frente;1;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Múltipla;Reta;Sim;1104743.0;Automóvel;CHEVROLET/COBALT 18M LTZ;2017.0;Condutor;Ileso;42.0;Feminino;1.0;0.0;0.0;0.0;-12.2795826;-38.94235969;SPRF-BA;DEL02-BA;UOP01-DEL02-BA
595594;1327268.0;2024-04-22;segunda-feira;05:40:00;BA;324.0;1.0;FEIRA DE SANTANA;Sim;Condutor deixou de manter distância do veículo da frente;2;Tombamento;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Sim;1063152.0;Motocicleta;HONDA/XRE 190;2023.0;Condutor;Ileso;33.0;Masculino;1.0;0.0;0.0;0.0;-12.27880372;-38.94099897;SPRF-BA;DEL02-BA;UOP01-DEL02-BA
595594;1327269.0;2024-04-22;segunda-feira;05:40:00;BA;324.0;1.0;FEIRA DE SANTANA;Sim;Condutor deixou de manter distância do veículo da frente;2;Tombamento;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Sim;1063152.0;Motocicleta;HONDA/XRE 190;2023.0;Passageiro;Lesões Leves;30.0;Feminino;0.0;1.0;0.0;0.0;-12.27880372;-38.94099897;SPRF-BA;DEL02-BA;UOP01-DEL02-BA
626743;1403844.0;2024-09-08;domingo;18:50:00;BA;324.0;1.0;FEIRA DE SANTANA;Sim;Condutor deixou de manter distância do veículo da frente;1;Queda de ocupante de veículo;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;Reta;Sim;1123943.0;Motoneta;HONDA/BIZ 125;2021.0;Condutor;Lesões Leves;34.0;Feminino;0.0;1.0;0.0;0.0;-12.267113;-38.966988;SPRF-BA;DEL02-BA;UOP01-DEL02-BA
631808;1416115.0;2024-10-01;terça-feira;08:48:00;BA;324.0;1.0;FEIRA DE SANTANA;Sim;Acessar a via sem observar a presença dos outros veículos;3;Tombamento;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Dupla;Reta;Não;1133615.0;Automóvel;CHEV/SPIN 1.8L AT LT7;2023.0;Condutor;Ileso;64.0;Masculino;1.0;0.0;0.0;0.0;-12.267113;-38.966988;SPRF-BA;DEL02-BA;UOP01-DEL02-BA
595594;1327268.0;2024-04-22;segunda-feira;05:40:00;BA;324.0;1.0;FEIRA DE SANTANA;Sim;Condutor deixou de manter distância do veículo da frente;3;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Sim;1063152.0;Motocicleta;HONDA/XRE 190;2023.0;Condutor;Ileso;33.0;Masculino;1.0;0.0;0.0;0.0;-12.27880372;-38.94099897;SPRF-BA;DEL02-BA;UOP01-DEL02-BA
595594;1327266.0;2024-04-22;segunda-feira;05:40:00;BA;324.0;1.0;FEIRA DE SANTANA;Sim;Condutor deixou de manter distância do veículo da frente;3;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Sim;1063150.0;Caminhonete;FIAT/FIORINO GREENCAR AM;2020.0;Condutor;Ileso;55.0;Masculino;1.0;0.0;0.0;0.0;-12.27880372;-38.94099897;SPRF-BA;DEL02-BA;UOP01-DEL02-BA
